Entry_Name,Gene_Ontology_IDs
PTN11_HUMAN,GO:0000077; GO:0001784; GO:0004721; GO:0004725; GO:0004726; GO:0005158; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006470; GO:0006641; GO:0007173; GO:0007229; GO:0007409; GO:0007420; GO:0007507; GO:0008543; GO:0009755; GO:0019221; GO:0019901; GO:0021697; GO:0030159; GO:0030220; GO:0030971; GO:0031295; GO:0032331; GO:0032528; GO:0032728; GO:0032755; GO:0032760; GO:0032991; GO:0033277; GO:0033628; GO:0033629; GO:0035264; GO:0035265; GO:0035335; GO:0035855; GO:0036302; GO:0038127; GO:0042445; GO:0042593; GO:0043254; GO:0045296; GO:0045778; GO:0045931; GO:0046326; GO:0046628; GO:0046676; GO:0046825; GO:0046887; GO:0048008; GO:0048011; GO:0048013; GO:0048609; GO:0048806; GO:0048839; GO:0048873; GO:0050731; GO:0050839; GO:0051428; GO:0051463; GO:0060020; GO:0060125; GO:0060325; GO:0060338; GO:0061582; GO:0070374; GO:0071364; GO:1990782
FANCJ_HUMAN,GO:0000077; GO:0003677; GO:0003678; GO:0003682; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006289; GO:0006302; GO:0006357; GO:0007284; GO:0007286; GO:0008285; GO:0009636; GO:0010629; GO:0010705; GO:0016887; GO:0031965; GO:0035825; GO:0043139; GO:0046872; GO:0051026; GO:0051539; GO:0070532; GO:0071295; GO:0071456; GO:0072520; GO:1904385; GO:1990918
RAD1_HUMAN,GO:0000077; GO:0003684; GO:0005634; GO:0005654; GO:0005694; GO:0006281; GO:0006974; GO:0008408; GO:0008853; GO:0021762; GO:0030896; GO:0043231; GO:0051598; GO:0071479
CHK1_DROME,GO:0000077; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0006468; GO:0007348; GO:0033314; GO:0035556; GO:0042060; GO:0051225; GO:0051299; GO:0051726; GO:0106310
1433E_DROME,GO:0000077; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0007088; GO:0007165; GO:0007280; GO:0007294; GO:0007346; GO:0007411; GO:0008103; GO:0008104; GO:0008134; GO:0008340; GO:0009411; GO:0035332; GO:0040008; GO:0042994; GO:0045172; GO:0045927; GO:0046579; GO:0046982; GO:0048190; GO:0050815; GO:0051012; GO:0150013
DONS_XENTR,GO:0000077; GO:0005634; GO:0005657; GO:0006260; GO:0007095; GO:0030894; GO:0033260; GO:0048478; GO:0051301
CCNE_DROME,GO:0000079; GO:0000082; GO:0000307; GO:0001932; GO:0005634; GO:0005737; GO:0005813; GO:0006275; GO:0007096; GO:0007277; GO:0007307; GO:0007400; GO:0007419; GO:0007422; GO:0016538; GO:0035019; GO:0035220; GO:0035736; GO:0042127; GO:0043065; GO:0044772; GO:0045035; GO:0046427; GO:0048665; GO:0090210; GO:0097134; GO:1900087; GO:1904667
CDN1B_HUMAN,GO:0000079; GO:0000082; GO:0001666; GO:0001890; GO:0004860; GO:0004861; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005829; GO:0006813; GO:0006977; GO:0007096; GO:0007219; GO:0007507; GO:0007605; GO:0008284; GO:0008285; GO:0009410; GO:0009749; GO:0010942; GO:0019901; GO:0019903; GO:0030308; GO:0030332; GO:0030544; GO:0031116; GO:0031464; GO:0032355; GO:0033673; GO:0042326; GO:0043200; GO:0043231; GO:0043434; GO:0044877; GO:0045732; GO:0045736; GO:0045737; GO:0045892; GO:0045930; GO:0046686; GO:0048102; GO:0048839; GO:0051087; GO:0051726; GO:0060767; GO:0060770; GO:0071236; GO:0071285; GO:0071407; GO:0090398; GO:1902746; GO:1902806; GO:1902807; GO:1904019; GO:1904030; GO:1904036; GO:1904706; GO:1905179; GO:2000045
CD5R1_HUMAN,GO:0000079; GO:0000226; GO:0000307; GO:0001764; GO:0002020; GO:0004672; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007158; GO:0007213; GO:0007411; GO:0007413; GO:0007420; GO:0009792; GO:0014069; GO:0016020; GO:0016241; GO:0016301; GO:0016533; GO:0018105; GO:0018107; GO:0019901; GO:0021549; GO:0021722; GO:0021766; GO:0021819; GO:0030182; GO:0030295; GO:0030424; GO:0030425; GO:0030426; GO:0031116; GO:0031175; GO:0031594; GO:0032956; GO:0035235; GO:0035255; GO:0042501; GO:0043005; GO:0043014; GO:0043025; GO:0043197; GO:0043204; GO:0043231; GO:0043292; GO:0043525; GO:0043539; GO:0045296; GO:0045348; GO:0045664; GO:0045892; GO:0046875; GO:0048013; GO:0048471; GO:0048487; GO:0048511; GO:0051015; GO:0061001; GO:0061575; GO:0070315; GO:0090314; GO:0098693; GO:0098793; GO:2000273
CCNB3_DROME,GO:0000079; GO:0000278; GO:0000281; GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0010389; GO:0016538; GO:0019901; GO:0035186; GO:0035561; GO:0044772
CYCG_DROME,GO:0000079; GO:0000307; GO:0000711; GO:0003677; GO:0004864; GO:0005634; GO:0005700; GO:0005737; GO:0006302; GO:0007143; GO:0016538; GO:0044772; GO:0045746; GO:0045927; GO:0046628; GO:0051301; GO:0051897; GO:0060429; GO:2000134
CCND2_CHICK,GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0016538; GO:0031965; GO:0044772; GO:0051301; GO:1900087
CCNL1_HUMAN,GO:0000079; GO:0000307; GO:0005634; GO:0006357; GO:0006396; GO:0016538; GO:0016607; GO:0042981; GO:0043484; GO:0046605; GO:0051726
CNPD1_MOUSE,GO:0000079; GO:0000307; GO:0005634; GO:0016021; GO:0016538; GO:0019901
CCNL1_PONAB,GO:0000079; GO:0000307; GO:0006357; GO:0006396; GO:0016538; GO:0016607
CCNH_RAT,GO:0000079; GO:0000439; GO:0005634; GO:0005675; GO:0006357; GO:0006366; GO:0006367; GO:0007049; GO:0016301; GO:0016538; GO:0019907; GO:0050821; GO:0070516; GO:0070816; GO:0070985; GO:2000045
CK5P3_MOUSE,GO:0000079; GO:0001889; GO:0001933; GO:0005634; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0007095; GO:0007346; GO:0008283; GO:0010921; GO:0019901; GO:0030262; GO:0030332; GO:0030968; GO:0031398; GO:0032088; GO:0032991; GO:0034976; GO:0042177; GO:0043231; GO:0043407; GO:0044387; GO:0044389; GO:0044818; GO:0044877; GO:0045736; GO:0045944; GO:0051019; GO:0051059; GO:0060318; GO:0071569; GO:0071901; GO:0097371; GO:1900182; GO:1901798
HERC5_HUMAN,GO:0000079; GO:0003723; GO:0004842; GO:0005737; GO:0005829; GO:0006511; GO:0016567; GO:0030332; GO:0032020; GO:0042296; GO:0045087; GO:0048471; GO:0050688; GO:0051607; GO:0061630
CK5P1_MOUSE,GO:0000079; GO:0005739; GO:0005829; GO:0035597; GO:0044877; GO:0045736; GO:0045737; GO:0045903; GO:0046872; GO:0051539; GO:0070131; GO:0070900
CK5P1_DROME,GO:0000079; GO:0005739; GO:0005829; GO:0035597; GO:0045736; GO:0046872; GO:0051539
CDK1_DROME,GO:0000082; GO:0000086; GO:0001700; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0006468; GO:0007095; GO:0007140; GO:0007284; GO:0008353; GO:0030174; GO:0030707; GO:0032880; GO:0044818; GO:0045169; GO:0048142; GO:0055059; GO:0106310; GO:1901990
SKP2_HUMAN,GO:0000082; GO:0000086; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0019005; GO:0031146; GO:0033148; GO:0042802; GO:0042981; GO:0043161; GO:0045087; GO:0051607; GO:0051726; GO:0070936; GO:1902916
CDK2_RAT,GO:0000082; GO:0000122; GO:0000287; GO:0000307; GO:0000781; GO:0000793; GO:0000805; GO:0000806; GO:0002088; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005667; GO:0005737; GO:0005768; GO:0005815; GO:0005829; GO:0006281; GO:0006468; GO:0006813; GO:0007099; GO:0007165; GO:0007265; GO:0008284; GO:0009410; GO:0009636; GO:0010389; GO:0010468; GO:0015030; GO:0016301; GO:0016572; GO:0018105; GO:0019904; GO:0030332; GO:0031100; GO:0031453; GO:0032298; GO:0032355; GO:0032869; GO:0043231; GO:0044877; GO:0045471; GO:0045893; GO:0046686; GO:0051301; GO:0051321; GO:0051591; GO:0051602; GO:0097123; GO:0097124; GO:0097134; GO:0097135; GO:0097472; GO:0106310
TAF10_HUMAN,GO:0000082; GO:0000124; GO:0001673; GO:0001756; GO:0001892; GO:0003677; GO:0005634; GO:0005654; GO:0005669; GO:0005737; GO:0006282; GO:0006352; GO:0006355; GO:0006357; GO:0006366; GO:0006367; GO:0006468; GO:0006915; GO:0016251; GO:0016573; GO:0016578; GO:0019899; GO:0030331; GO:0033276; GO:0035264; GO:0035521; GO:0035522; GO:0036285; GO:0042789; GO:0042802; GO:0043484; GO:0043966; GO:0045893; GO:0048371; GO:0048471; GO:0051101; GO:0051123; GO:0060173; GO:0060261; GO:0070063; GO:0070365; GO:0097550; GO:1905069; GO:1990841
RHEB_DROME,GO:0000082; GO:0000139; GO:0002052; GO:0003924; GO:0005525; GO:0005789; GO:0005829; GO:0005886; GO:0007264; GO:0007430; GO:0008286; GO:0010506; GO:0010507; GO:0010942; GO:0019003; GO:0030307; GO:0033500; GO:0035264; GO:0042594; GO:0042632; GO:0045176; GO:0045727; GO:0045793; GO:0045887; GO:0046872; GO:0055088; GO:0090070; GO:1902669; GO:1903940; GO:1904263; GO:1904503; GO:2000377
RHOU_MOUSE,GO:0000082; GO:0000139; GO:0002102; GO:0003924; GO:0005525; GO:0005886; GO:0005925; GO:0006897; GO:0007010; GO:0007163; GO:0008360; GO:0016601; GO:0030036; GO:0032488; GO:0042995; GO:0046872
DPOE1_HUMAN,GO:0000082; GO:0000166; GO:0000278; GO:0000731; GO:0003677; GO:0003682; GO:0003887; GO:0005634; GO:0005654; GO:0005886; GO:0006260; GO:0006261; GO:0006272; GO:0006287; GO:0006297; GO:0008270; GO:0008310; GO:0008622; GO:0045004; GO:0048568; GO:0051539
DPOE1_HUMAN,GO:0000082; GO:0000166; GO:0000278; GO:0000731; GO:0003677; GO:0003682; GO:0003887; GO:0005634; GO:0005654; GO:0005886; GO:0006260; GO:0006261; GO:0006272; GO:0006287; GO:0006297; GO:0008270; GO:0008310; GO:0008622; GO:0045004; GO:0048568; GO:0051539
DPOE1_MOUSE,GO:0000082; GO:0000166; GO:0000278; GO:0000731; GO:0003677; GO:0003682; GO:0003887; GO:0005634; GO:0005654; GO:0005886; GO:0006260; GO:0006261; GO:0006272; GO:0006287; GO:0006297; GO:0008270; GO:0008310; GO:0008622; GO:0045004; GO:0048568; GO:0051539; GO:0071897
ERF3A_HUMAN,GO:0000082; GO:0000184; GO:0003723; GO:0003747; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0006412; GO:0006415; GO:0006449; GO:0006479; GO:0018444
LIN41_RAT,GO:0000082; GO:0000209; GO:0000932; GO:0001843; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0010608; GO:0017148; GO:0021915; GO:0030371; GO:0035196; GO:0035198; GO:0035278; GO:0043161; GO:0051246; GO:0051865; GO:0060964; GO:0061158; GO:0061630; GO:0071310; GO:0072089; GO:2000177; GO:2000637
PLK2_HUMAN,GO:0000082; GO:0000278; GO:0000785; GO:0000922; GO:0002862; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0006468; GO:0006977; GO:0007052; GO:0007265; GO:0007613; GO:0010508; GO:0016525; GO:0018105; GO:0030425; GO:0032465; GO:0032486; GO:0043008; GO:0043066; GO:0043123; GO:0045732; GO:0046599; GO:0048167; GO:0060291; GO:0060292; GO:0071866; GO:0090050; GO:0106310; GO:2000773
CDC7_HUMAN,GO:0000082; GO:0000727; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0007165; GO:0008284; GO:0010571; GO:0010971; GO:0016301; GO:0018105; GO:0044770; GO:0045171; GO:0046872; GO:0051301; GO:0072686; GO:0106310
NASP_RAT,GO:0000082; GO:0000785; GO:0001824; GO:0005634; GO:0005654; GO:0005737; GO:0006260; GO:0006334; GO:0006335; GO:0006336; GO:0008584; GO:0015031; GO:0032991; GO:0033574; GO:0034080; GO:0042393; GO:0043486
KS6B1_HUMAN,GO:0000082; GO:0001662; GO:0003009; GO:0004672; GO:0004674; GO:0004711; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0006915; GO:0007165; GO:0007281; GO:0007568; GO:0007584; GO:0007616; GO:0009408; GO:0009410; GO:0009611; GO:0009612; GO:0009636; GO:0009749; GO:0009986; GO:0014732; GO:0014878; GO:0014911; GO:0016477; GO:0018105; GO:0030165; GO:0031667; GO:0031929; GO:0032496; GO:0032869; GO:0033574; GO:0033762; GO:0034612; GO:0042277; GO:0042802; GO:0043005; GO:0043066; GO:0043201; GO:0043491; GO:0044539; GO:0045202; GO:0045471; GO:0045727; GO:0045931; GO:0045948; GO:0046324; GO:0046627; GO:0048015; GO:0048471; GO:0048633; GO:0048661; GO:0051721; GO:0070161; GO:0071346; GO:0071363; GO:0071549; GO:0106310; GO:2001237
WARTS_DROME,GO:0000082; GO:0001708; GO:0004674; GO:0005524; GO:0005815; GO:0005829; GO:0007298; GO:0007406; GO:0007424; GO:0007446; GO:0008285; GO:0008360; GO:0010212; GO:0018105; GO:0035329; GO:0035556; GO:0042308; GO:0042771; GO:0043065; GO:0045463; GO:0045464; GO:0045571; GO:0046620; GO:0046872; GO:0048814; GO:0060253; GO:0072089; GO:0090090; GO:0106037; GO:0106310; GO:1904504
PHF8_DANRE,GO:0000082; GO:0003682; GO:0003712; GO:0005730; GO:0006325; GO:0006357; GO:0006482; GO:0007420; GO:0032452; GO:0032454; GO:0033169; GO:0035064; GO:0035574; GO:0035575; GO:0043523; GO:0045893; GO:0045943; GO:0046872; GO:0048703; GO:0051864; GO:0060319; GO:0061188; GO:0070544; GO:0071557; GO:0071558; GO:0140680; GO:0140683
CDK8_AEDAE,GO:0000082; GO:0004693; GO:0005524; GO:0005634; GO:0006468; GO:0008353; GO:0106310
CDK8_AEDAE,GO:0000082; GO:0004693; GO:0005524; GO:0005634; GO:0006468; GO:0008353; GO:0106310
CDK8_AEDAE,GO:0000082; GO:0004693; GO:0005524; GO:0005634; GO:0006468; GO:0008353; GO:0106310
PPP6_MOUSE,GO:0000082; GO:0004722; GO:0005737; GO:0005739; GO:0005829; GO:0006470; GO:0017018; GO:0045087; GO:0046872
CUL5_HUMAN,GO:0000082; GO:0004842; GO:0005262; GO:0005829; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0031461; GO:0031466; GO:0031625; GO:0038023; GO:0038128; GO:0090734; GO:0097193
SPDYA_RAT,GO:0000082; GO:0005634; GO:0005654; GO:0006974; GO:0007140; GO:0008284; GO:0019901; GO:0030295; GO:0045737; GO:0045860
CUL2_HUMAN,GO:0000082; GO:0005654; GO:0005730; GO:0005829; GO:0016567; GO:0019005; GO:0030674; GO:0030891; GO:0031146; GO:0031461; GO:0031462; GO:0031625; GO:0044877; GO:0097193
CUL1_HUMAN,GO:0000082; GO:0005654; GO:0005829; GO:0005886; GO:0006513; GO:0008283; GO:0009887; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0031461; GO:0031625; GO:0070936; GO:0097193; GO:1990452
CABL1_MOUSE,GO:0000082; GO:0005654; GO:0005829; GO:0007399; GO:0030426; GO:0051301; GO:0051726
CACL1_MOUSE,GO:0000082; GO:0006511; GO:0008284; GO:0019901; GO:0031625; GO:0045860
CDK14_HUMAN,GO:0000083; GO:0000086; GO:0000307; GO:0000308; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0016055; GO:0030332; GO:0051301; GO:0060828; GO:0106310
E2F4_MOUSE,GO:0000083; GO:0000785; GO:0000978; GO:0000981; GO:0001216; GO:0001228; GO:0002064; GO:0003677; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0006357; GO:0006884; GO:0008015; GO:0008361; GO:0009887; GO:0019904; GO:0042127; GO:0044458; GO:0045944; GO:0046983; GO:0051726; GO:0060271; GO:0090575; GO:0098534; GO:1903251; GO:1990837; GO:1990841
CDK17_HUMAN,GO:0000083; GO:0004672; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0106310
FBXL7_HUMAN,GO:0000086; GO:0000151; GO:0000209; GO:0000278; GO:0005813; GO:0005829; GO:0006511; GO:0016567; GO:0019005; GO:0031146; GO:0051301
FXL12_MOUSE,GO:0000086; GO:0000151; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0016567; GO:0019005; GO:0031146; GO:0043153; GO:0051726
FXL12_MOUSE,GO:0000086; GO:0000151; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0016567; GO:0019005; GO:0031146; GO:0043153; GO:0051726
CTRO_HUMAN,GO:0000086; GO:0000278; GO:0000281; GO:0001223; GO:0001889; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0007030; GO:0008064; GO:0016020; GO:0017124; GO:0018107; GO:0019901; GO:0030165; GO:0030291; GO:0030496; GO:0031032; GO:0031985; GO:0032154; GO:0032467; GO:0035331; GO:0043025; GO:0046872; GO:0048699; GO:0051402; GO:0097110; GO:0106310
GWL_MOUSE,GO:0000086; GO:0000278; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0006974; GO:0007147; GO:0016301; GO:0018105; GO:0032154; GO:0032515; GO:0035556; GO:0051301; GO:0051721; GO:0051726; GO:0106310; GO:1904668
ARP19_MOUSE,GO:0000086; GO:0000278; GO:0004864; GO:0005102; GO:0005737; GO:0015459; GO:0019212; GO:0019888; GO:0035308; GO:0045722; GO:0051301; GO:0051721
BRSK2_HUMAN,GO:0000086; GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0005783; GO:0005813; GO:0006468; GO:0006887; GO:0007409; GO:0010975; GO:0018105; GO:0019901; GO:0030010; GO:0030182; GO:0031532; GO:0035556; GO:0036503; GO:0042149; GO:0043462; GO:0048156; GO:0048471; GO:0050321; GO:0050770; GO:0051117; GO:0051301; GO:0060590; GO:0061178; GO:0070059; GO:0090176; GO:0106310; GO:0150034; GO:1904152; GO:2000807
CCNY_HUMAN,GO:0000086; GO:0000307; GO:0000308; GO:0005634; GO:0005886; GO:0007283; GO:0010508; GO:0016055; GO:0016538; GO:0019901; GO:0045737; GO:0045859; GO:0051301; GO:0060828; GO:0061575
CCNA2_XENLA,GO:0000086; GO:0000307; GO:0005634; GO:0005737; GO:0044843; GO:0051301
FOSL_DROGR,GO:0000086; GO:0000978; GO:0001228; GO:0003677; GO:0005634; GO:0005737; GO:0007297; GO:0007391; GO:0007464; GO:0009792; GO:0016330; GO:0035220; GO:0035976; GO:0042060; GO:0045475; GO:0046529; GO:0046982; GO:0048674; GO:0048813; GO:0051124; GO:0061057; GO:0140297; GO:1903688
KDM8_BOVIN,GO:0000086; GO:0003682; GO:0004175; GO:0004177; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006325; GO:0006508; GO:0016706; GO:0031648; GO:0032922; GO:0035064; GO:0045892; GO:0045893; GO:0046872; GO:0051864; GO:0070544; GO:0106157
PPM1D_MOUSE,GO:0000086; GO:0004722; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006306; GO:0009267; GO:0009617; GO:0017018; GO:0030330; GO:0031507; GO:0035970; GO:0045814; GO:0046872; GO:0051019
MPIP_DROME,GO:0000086; GO:0004725; GO:0005634; GO:0005694; GO:0005737; GO:0006470; GO:0007030; GO:0007099; GO:0007346; GO:0007369; GO:0007488; GO:0008284; GO:0010971; GO:0045792; GO:0045931; GO:0045977; GO:0051301; GO:0110032
FBXL6_HUMAN,GO:0000086; GO:0004842; GO:0005634; GO:0005829; GO:0006508; GO:0019005; GO:0031146; GO:0043153; GO:0051726
FXL12_HUMAN,GO:0000086; GO:0005634; GO:0005829; GO:0016567; GO:0019005; GO:0031146; GO:0043153; GO:0051726
SAMC_DROME,GO:0000095; GO:0005743; GO:0015805; GO:0016021
MSRA_DROME,GO:0000096; GO:0005737; GO:0006979; GO:0008113; GO:0008340; GO:0034599; GO:0036456
MSRA_DROME,GO:0000096; GO:0005737; GO:0006979; GO:0008113; GO:0008340; GO:0034599; GO:0036456
MSRA_DROME,GO:0000096; GO:0005737; GO:0006979; GO:0008113; GO:0008340; GO:0034599; GO:0036456
MSRA_DROME,GO:0000096; GO:0005737; GO:0006979; GO:0008113; GO:0008340; GO:0034599; GO:0036456
PAPSS_URECA,GO:0000103; GO:0004020; GO:0004781; GO:0005524; GO:0016310; GO:0016779
SDHA_SCHPO,GO:0000104; GO:0005739; GO:0005749; GO:0006099; GO:0006105; GO:0006121; GO:0008177; GO:0009055; GO:0050660
C560_CRIGR,GO:0000104; GO:0005743; GO:0005749; GO:0006099; GO:0009055; GO:0016021; GO:0020037; GO:0046872
SDHA_DANRE,GO:0000104; GO:0005749; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0050660
C1TC_SPOFR,GO:0000105; GO:0004329; GO:0004477; GO:0004488; GO:0005524; GO:0005737; GO:0006164; GO:0009086; GO:0035999
ERCC1_BOVIN,GO:0000109; GO:0000110; GO:0000710; GO:0000720; GO:0000781; GO:0001094; GO:0003684; GO:0003697; GO:0005654; GO:0006289; GO:0006296; GO:0006303; GO:0006312; GO:0006949; GO:0006979; GO:0007283; GO:0008022; GO:0008283; GO:0008584; GO:0009650; GO:0010165; GO:0010259; GO:0019904; GO:0032205; GO:0035166; GO:0035264; GO:0036297; GO:0045190; GO:0048477; GO:0060261; GO:0061819; GO:0070522; GO:0070914; GO:0090399; GO:0090656; GO:1904431; GO:1905765; GO:1990599; GO:1990841
XPA_DROME,GO:0000110; GO:0000715; GO:0003684; GO:0005634; GO:0006284; GO:0006289; GO:0033683; GO:0046872; GO:0070914; GO:1901255
XPC_DROME,GO:0000111; GO:0003684; GO:0003697; GO:0005634; GO:0005737; GO:0005829; GO:0006289; GO:0006298; GO:0010777; GO:0071942
ERCC3_DROME,GO:0000112; GO:0001111; GO:0001113; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005675; GO:0006289; GO:0006366; GO:0006367; GO:0009411; GO:0016887; GO:0033683; GO:0043138; GO:0097550
ERCC3_DROME,GO:0000112; GO:0001111; GO:0001113; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005675; GO:0006289; GO:0006366; GO:0006367; GO:0009411; GO:0016887; GO:0033683; GO:0043138; GO:0097550
HDAC6_HUMAN,GO:0000118; GO:0000122; GO:0000209; GO:0000978; GO:0001222; GO:0003779; GO:0004407; GO:0005634; GO:0005654; GO:0005737; GO:0005771; GO:0005829; GO:0005874; GO:0005875; GO:0005901; GO:0006476; GO:0006515; GO:0006886; GO:0006914; GO:0007026; GO:0008013; GO:0008017; GO:0008270; GO:0010506; GO:0010634; GO:0010727; GO:0016234; GO:0016235; GO:0016241; GO:0016575; GO:0019896; GO:0019899; GO:0030424; GO:0030425; GO:0031252; GO:0031333; GO:0031593; GO:0031625; GO:0031647; GO:0031648; GO:0032418; GO:0032984; GO:0033138; GO:0033558; GO:0034983; GO:0035967; GO:0036064; GO:0040029; GO:0042826; GO:0042903; GO:0043014; GO:0043130; GO:0043162; GO:0043204; GO:0043242; GO:0045598; GO:0045861; GO:0045892; GO:0048156; GO:0048471; GO:0048487; GO:0048668; GO:0051354; GO:0051787; GO:0051788; GO:0051879; GO:0060271; GO:0060632; GO:0060765; GO:0060997; GO:0061523; GO:0061734; GO:0070201; GO:0070301; GO:0070840; GO:0070842; GO:0070845; GO:0070846; GO:0070848; GO:0071218; GO:0090042; GO:1901300; GO:1903146; GO:1904115; GO:2000273
SIN3A_HUMAN,GO:0000118; GO:0000122; GO:0000776; GO:0000785; GO:0001701; GO:0002218; GO:0002230; GO:0002244; GO:0003677; GO:0003682; GO:0003713; GO:0003714; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006260; GO:0006476; GO:0007568; GO:0008104; GO:0010817; GO:0010971; GO:0016575; GO:0016580; GO:0017053; GO:0021895; GO:0030336; GO:0030512; GO:0030516; GO:0031453; GO:0042754; GO:0043066; GO:0043619; GO:0044877; GO:0045666; GO:0045892; GO:0045944; GO:0048511; GO:0051595; GO:0061629; GO:0071333; GO:0140416; GO:1900181; GO:1901675; GO:1902455; GO:1902459; GO:1903351; GO:2000678
HDAC1_DROME,GO:0000118; GO:0000122; GO:0000785; GO:0003714; GO:0004407; GO:0005634; GO:0005654; GO:0005700; GO:0005705; GO:0005737; GO:0006325; GO:0006355; GO:0006357; GO:0007350; GO:0008340; GO:0010629; GO:0016575; GO:0016580; GO:0016581; GO:0017053; GO:0030261; GO:0031061; GO:0031507; GO:0031523; GO:0035065; GO:0035098; GO:0045129; GO:0045664; GO:0045879; GO:0045892; GO:0048477; GO:0050771; GO:0061086; GO:0070822; GO:0070983; GO:0140297; GO:1902692; GO:2001229
HDAC4_MOUSE,GO:0000118; GO:0000122; GO:0000976; GO:0000978; GO:0001501; GO:0001649; GO:0002076; GO:0003677; GO:0003682; GO:0003714; GO:0004407; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006338; GO:0006476; GO:0008270; GO:0008283; GO:0008284; GO:0008285; GO:0009410; GO:0010592; GO:0010832; GO:0010882; GO:0014894; GO:0014911; GO:0016575; GO:0016607; GO:0017053; GO:0019789; GO:0019901; GO:0030017; GO:0030018; GO:0030955; GO:0031594; GO:0031672; GO:0032991; GO:0033235; GO:0033558; GO:0034983; GO:0040029; GO:0042641; GO:0042802; GO:0042826; GO:0043393; GO:0043433; GO:0043525; GO:0043565; GO:0045668; GO:0045820; GO:0045892; GO:0045893; GO:0045944; GO:0048661; GO:0048742; GO:0051091; GO:0061629; GO:0070555; GO:0070932; GO:0070933; GO:0071260; GO:0071356; GO:0071374; GO:0140297; GO:1902437; GO:1902809; GO:1902894; GO:1903428; GO:1990841
TBL1R_HUMAN,GO:0000118; GO:0000122; GO:0000976; GO:0001835; GO:0002021; GO:0003714; GO:0005634; GO:0005654; GO:0006325; GO:0006357; GO:0008013; GO:0016042; GO:0016575; GO:0017053; GO:0035264; GO:0042393; GO:0043161; GO:0045893; GO:0045944; GO:0047485; GO:0050872; GO:0060613; GO:0072686; GO:0090207; GO:0090263
HDAC3_DANRE,GO:0000118; GO:0000122; GO:0001525; GO:0001889; GO:0003682; GO:0003714; GO:0004407; GO:0005634; GO:0005737; GO:0006325; GO:0006357; GO:0009953; GO:0016575; GO:0017053; GO:0032922; GO:0042752; GO:0048916; GO:0160008; GO:0160009; GO:0160010
HDAC3_CHICK,GO:0000118; GO:0000122; GO:0003682; GO:0003714; GO:0004407; GO:0005634; GO:0005737; GO:0006325; GO:0006357; GO:0016575; GO:0017053; GO:0032922; GO:0042752; GO:0140297; GO:0160008; GO:0160009; GO:0160010
HDAC3_CHICK,GO:0000118; GO:0000122; GO:0003682; GO:0003714; GO:0004407; GO:0005634; GO:0005737; GO:0006325; GO:0006357; GO:0016575; GO:0017053; GO:0032922; GO:0042752; GO:0140297; GO:0160008; GO:0160009; GO:0160010
HINT1_BOVIN,GO:0000118; GO:0000166; GO:0005634; GO:0005737; GO:0006355; GO:0009154; GO:0016787; GO:0016926; GO:0016929; GO:0043530; GO:0072332
